date	likes	retweets	text	username	filtered_text	labels	x	y	vader_polarity
Thu Jun 14 22:45:00 +0000 2018	4	1	Great meeting with Jamaican Ambassador @AmbassadorMarks to discuss the importance of the partnership between our two countries. https://t.co/dihKN9IAOj	davereichert	great meeting with jamaican ambassador ambassadormarks to discuss the impoance of the panership between our two country	9	7.957379341125487	3.038977861404419	0.6249
Thu Jun 14 21:22:43 +0000 2018	2	2	To protect our communities and families from the opioid crisis, I am proud that the House passed the STOP Act which helps to stop illicit synthetic opioids from coming into the country through the international mail system. https://t.co/zoAdy6I3oa https://t.co/032Q4QMd7E	davereichert	to protect our community and family from the opioid crisis i be proud that the house pass the stop act which help to stop illicit synthetic opioids from come into the country through the international mail system	2	-35.488502502441406	-25.33883285522461	-0.0258
Thu Jun 14 20:01:00 +0000 2018	6	2	"“‘Tis the star-spangled banner! Oh, long may it wave o’er the land of the free and the home of the brave!” - Francis Scott Key

#Onthisday in 1777, the Second Continental Congress adopted the American flag, making it one of the most recognizable symbols of our country. #FlagDay https://t.co/FLUEuzHvrk"	davereichert	ti the starspangled banner oh long may it wave oer the land of the free and the home of the brave francis scott keyonthisday in the second continental congress adopt the american flag make it one of the most recognizable symbol of our country flagday	9	21.781139373779297	-14.729203224182127	0.8126
Thu Jun 14 18:37:00 +0000 2018	2	2	It was great talking with members of the Air Line Pilots Association about what the House-passed Federal Aviation Administration Reauthorization Act means for our pilots &amp; our aviation system. https://t.co/8n6GDhGLdh	davereichert	it be great talk with member of the air line pilot association about what the housepassed federal aviation administration reauthorization act mean for our pilot our aviation system	2	-26.61508369445801	-20.286714553833008	0.6249
Wed Nov 09 03:28:53 +0000 2016	46	16	It's an honor &amp; privilege to serve the citizens of the 7th District!  I'm humbled to be elected to another term. https://t.co/EuW7hekGlq	DavidRouzer	its an honor privilege to serve the citizen of the th district im humble to be elect to another term	9	12.292790412902832	-1.1501935720443726	0.6908
Tue Nov 08 22:30:03 +0000 2016	3	1	It’s not too late if you haven’t voted yet! There’s still time to get to the polls before they close. #Vote https://t.co/IpT9V1Sw37 https://t.co/UQvltQURmP	DavidRouzer	its not too late if you havent vote yet there still time to get to the poll before they close vote	3	-8.133786201477049	1.564594268798828	0.0
Tue Nov 08 17:00:18 +0000 2016	3	3	Devote a little of your lunch break to casting your vote. It won’t take long &amp; the future of America depends on it. https://t.co/IpT9V1Sw37 https://t.co/0HYaaz0Jyx	DavidRouzer	devote a little of your lunch break to cast your vote it wont take long the future of america depends on it	2	-25.00110244750977	-19.55315589904785	0.34
Mon Nov 07 22:35:48 +0000 2016	4	4	Tomorrow is the day! We must get to the polls and support @realDonaldTrump we cannot afford a HRC Presidency. https://t.co/Ob4iOHHo0l https://t.co/A6mzrAjb3C	DavidRouzer	tomorrow be the day we must get to the poll and suppo realdonaldtrump we can not afford a hrc presidency	3	-8.187695503234862	1.6153584718704224	0.0
Fri Jun 15 17:35:10 +0000 2018	3	0	Hillary blames @Comey for big loss. Then Comey becomes #Resistance hero when he spies/leaks/lies to start bogus Mueller investigation. They flock to buy his book! Now Comey back in doghouse after IG report. Dems blaming him again for troubles. Imagine many book returns...	DesJarlaisTN04	hillary blame comey for big loss then comey becomes resistance hero when he spiesleakslies to sta bogus mueller investigation they flock to buy his book now comey back in doghouse after ig repo dems blame him again for trouble imagine many book return	1	-10.94770336151123	29.923095703125	-0.6369
Thu Jun 14 22:41:50 +0000 2018	30	14	An executive summary of Christopher Wray's press conference today. The Director says there's no bias problem at the FBI.#NothingToSeeHere @realDonaldTrump https://t.co/AJCiz2B0FJ	DesJarlaisTN04	an executive summary of christopher wrays press conference today the director say theres no bias problem at the fbinothingtoseehere realdonaldtrump	8	-1.8040168285369875	2.860103130340576	-0.6486
Thu Jun 14 21:46:10 +0000 2018	0	3	RT @RepMcCaul: #OTD in 1777, the Second Continental Congress adopted an official flag for the United States. Today, the stars and stripes s…	DesJarlaisTN04	repmccaul otd in the second continental congress adopt an official flag for the united state today the star and stripe s	9	15.48007583618164	-5.610759735107422	0.5423
Thu Jun 14 21:45:11 +0000 2018	0	3	RT @RepStefanik: On #FlagDay, we celebrate the adoption of our flag 241 years ago, and reflect in gratitude for all who have sacrificed for…	DesJarlaisTN04	repstefanik on flagday we celebrate the adoption of our flag year ago and reflect in gratitude for all who have sacrifice for	9	13.323314666748047	-2.5333971977233887	0.7906
Thu Jun 14 21:37:23 +0000 2018	6	5	New revelation in IG report: Mueller hired avid #Resistance member for legal team. Hired another in Stzrok who worked to stop Trump presidency from perch in FBI. Many more partisans. One gets sense Conflicted Counsel would have hired Nancy Pelosi if he could have.	DesJarlaisTN04	new revelation in ig repo mueller hire avid resistance member for legal team hire another in stzrok who work to stop trump presidency from perch in fbi many more paisans one get sense conflicted counsel would have hire nancy pelosi if he could have	2	-19.994539260864254	-18.008865356445312	0.128
Fri Jun 15 16:07:29 +0000 2018	11	2	"Forcibly separating children from their families at the border is not only unacceptable – it's immoral.

I signed H.Res.927 because we must stand against the Trump Administration's un-American actions (https://t.co/tKJIQgbbML). https://t.co/JIi6YzmOEA"	DonaldNorcross	forcibly separate child from their family at the border be not only unacceptable its immorali sign hres because we must stand against the trump administration unamerican action	2	-28.111003875732425	-20.84041786193848	0.357
Thu Jun 14 18:22:43 +0000 2018	5	3	"We need to come together &amp; pass this bill to help restore workers’ rights.

I know how important this is — I fought for decades at negotiating tables as an @IBEW electrician.

Workers win when they band together &amp; use their voices to raise wages &amp; standards in the workplace. https://t.co/EVy4VsUurp"	DonaldNorcross	we need to come together pas this bill to help restore worker rightsi know how impoant this be i fought for decade at negotiate table as an ibew electricianworkers win when they band together use their voice to raise wage standard in the workplace	2	-34.94657516479492	-25.120990753173828	0.7506
Thu Jun 14 18:07:10 +0000 2018	13	3	"This is ridiculous. I will continue to fight efforts to drill off our Jersey shore! 

We will not allow a BP-like oil spill in the Atlantic, &amp; we will not allow “taker” state Republicans to bully New Jersey. https://t.co/bVCJVuh3jf"	DonaldNorcross	this be ridiculous i will continue to fight effos to drill off our jersey shore we will not allow a bplike oil spill in the atlantic we will not allow taker state republican to bully new jersey	7	20.142385482788086	16.696130752563473	-0.8635
Tue Jun 12 19:12:16 +0000 2018	18	3	"Today is another huge milestone as we top off construction of the new Camden Tower, which is certain to become a powerful symbol of the city’s rebirth &amp; a defining feature of our skyline for generations to come.

#CamdenNJ #CamdenRising #CamdenTower @CityofCamdenGov @jonyoungsr https://t.co/YUooBTBNb8"	DonaldNorcross	today be another huge milestone as we top off construction of the new camden tower which be ceain to become a powerful symbol of the city rebih a defining feature of our skyline for generation to comecamdennj camdenrising camdentower cityofcamdengov jonyoungsr	6	-11.87480354309082	-6.80234956741333	0.7096
Thu Jun 14 14:42:08 +0000 2018	14	6	As we celebrate the LGBTQ community’s lasting contributions to our country and honor their tireless fight for full equality, we must recommit ourselves to rejecting discriminatory practices and working towards a more just &amp; inclusive America. #PrideMonth https://t.co/3ocSCG4PVP	DorisMatsui	as we celebrate the lgbtq community last contribution to our country and honor their tireless fight for full equality we must recommit ourselves to reject discriminatory practice and work towards a more just inclusive america pridemonth	9	17.74831771850586	-8.447738647460938	0.3818
Thu Jun 14 14:25:33 +0000 2018	6	2	Wonderful to be with so many extraordinary women leaders this morning to discuss #SmartCities and the importance of fostering fully connected, well-integrated, and inclusive communities. https://t.co/kleLBwpH7J	DorisMatsui	wonderful to be with so many extraordinary woman leader this morning to discuss smacities and the impoance of foster fully connect wellintegrated and inclusive community	9	13.321125030517578	-2.530658006668091	0.5719
Thu Jun 14 13:57:47 +0000 2018	0	6	"RT @leagueofcities: ""As we contemplate smart cities, we have to think about the ways invisible infrastructure connects with our physical in…"	DorisMatsui	leagueofcities as we contemplate sma city we have to think about the way invisible infrastructure connect with our physical in	6	-11.895771980285645	-7.066609859466553	0.0
Wed Jun 13 19:10:17 +0000 2018	15	5	A new @amprog study found the average family will pay more than $3,000 this year to cover just 5 weeks of #summercare. I cosponsor the Child Care for Working Families Act, which would support families access much needed summer child care support.	DorisMatsui	a new rog study find the average family will pay more than this year to cover just week of summercare i cosponsor the child care for work family act which would suppo family access much need summer child care suppo	4	-1.0694884061813354	-5.1436262130737305	0.7184
Wed Jun 13 15:31:50 +0000 2018	1	2	In the latest episode of #DishingWithDoris, @mac_clem of @digdep talks about why the fight to protect #NetNeutrality in Congress is so important for small businesses. https://t.co/SOA1RYn3qW	DorisMatsui	in the late episode of dishingwithdoris mac_clem of digdep talk about why the fight to protect netneutrality in congress be so impoant for small business	7	20.15513610839844	16.315109252929688	0.0
Fri Jun 15 16:56:42 +0000 2018	0	1	RT @The_News_Herald: P.C. native Sargent takes command of Army medical center, school https://t.co/KuMq1g40dc	DrNealDunnFL2	the_news_herald pc native sargent take command of army medical center school	0	3.216050624847412	12.729622840881348	0.0
Thu Jun 14 18:49:41 +0000 2018	2	3	Happy 243rd Birthday to the @USArmy - thank you to all who serve and have served this great nation! #ArmyBDay https://t.co/R7SB6Au1uP	DrNealDunnFL2	happy rd bihday to the usarmy thank you to all who serve and have serve this great nation armybday	9	14.308640480041506	-4.246336936950684	0.9017
Thu Jun 14 15:47:38 +0000 2018	12	4	Happy Birthday @POTUS @realDonaldTrump! It's an honor to work with you to Make America Great Again! https://t.co/jxO3Dn1QFx	DrNealDunnFL2	happy bihday potus realdonaldtrump its an honor to work with you to make america great again	9	13.322409629821776	-2.5321736335754395	0.9001
Fri Jun 15 15:49:11 +0000 2018	3	2	"This week the House voted on dozens of bills to aggressively combat the #opioidcrisis. 

You can read more about our efforts at https://t.co/wFOefHgjw9 &amp; read my thoughts in the @CitizenTribune: https://t.co/molKMJv5rO"	DrPhilRoe	this week the house vote on dozen of bill to aggressively combat the opioidcrisis you can read more about our effos at read my thought in the citizentribune	2	-26.5037784576416	-20.513961791992188	-0.5719
Thu Jun 14 19:35:59 +0000 2018	4	1	Today on #FlagDay we celebrate our national emblem and the freedom it represents. https://t.co/q0QlPuAdJC	DrPhilRoe	today on flagday we celebrate our national emblem and the freedom it represent	9	10.733840942382812	0.960139811038971	0.836
Thu Jun 14 16:55:17 +0000 2018	21	7	As an Army veteran, I want to wish the @USArmy a happy birthday! 243 years of Army Strong! https://t.co/6bugAiYf0j	DrPhilRoe	as an army veteran i want to wish the usarmy a happy bihday year of army strong	9	14.178305625915527	-4.055888652801514	0.875
Tue Jun 12 18:52:29 +0000 2018	18	7	Yesterday, I had the pleasure of touring and meeting with employees at @meade_tractor in Kingsport. Thanks for having me! https://t.co/KjGzudBp14	DrPhilRoe	yesterday i have the pleasure of tour and meet with employee at meade_tractor in kingspo thanks for have me	0	2.90712833404541	13.46693515777588	0.765
Fri Jun 15 15:37:53 +0000 2018	25	8	On the 6th anniversary of #DACA, I’m standing with the more than 800 DREAMers here in DC. Grow a heart, @HouseGOP and take up the bipartisan #DREAMAct #ProtectDREAMers	EleanorNorton	on the th anniversary of daca im stand with the more than dreamer here in dc grow a hea housegop and take up the bipaisan dreamact protectdreamers	9	16.648990631103516	-7.007077217102051	0.0
Fri Jun 15 13:34:38 +0000 2018	36	7	Walking back from the House floor, I spotted DC’s #CongressionalArtCompetition stunning winning piece, as the hanging is under way in the Capitol. Congratulations again to Yuliee Wilson, a student at @DukeEllingtonDC! https://t.co/S9DL3S0e1r	EleanorNorton	walk back from the house floor i spot dcs congressionalacompetition stun win piece as the hanging be under way in the capitol congratulation again to yuliee wilson a student at dukeellingtondc	2	-25.01462554931641	-19.618518829345703	0.8271
Fri Jun 15 00:24:01 +0000 2018	3	3	Looking forward to seeing you at next Monday’s discussion on playing sports on the National Mall.  Public testimony from you in addition to speakers from NPS, DC DPR, the National Mall Coalition, and local sports leagues.  Come make your voice heard.  6:30pm in 2167 Rayburn. https://t.co/0Iuwd8KA28	EleanorNorton	look forward to see you at next monday discussion on play spos on the national mall public testimony from you in addition to speaker from nps dc dpr the national mall coalition and local spos league come make your voice heard pm in rayburn	6	-11.91549301147461	-6.591320514678955	0.34
Wed Apr 04 16:46:58 +0000 2018	2	2	This morning the Westside Business Association held their monthly breakfast. Today, Frost Bank presented the different banking options they offer. Luis with my office attended on my behalf. https://t.co/HqvRDsYFHl	farenthold	this morning the westside business association hold their monthly breakfast today frost bank present the different banking option they offer luis with my office attend on my behalf	0	3.563940525054932	13.63866138458252	0.0
Sun Apr 01 20:44:22 +0000 2018	11	3	From my family to yours, Happy Easter! We wish you a blessed holiday with your family and loved ones. https://t.co/ZNMbq8OTzw	farenthold	from my family to yours happy easter we wish you a bless holiday with your family and love one	9	11.337258338928224	-0.0669768676161766	0.9442
Wed Mar 28 18:02:24 +0000 2018	4	2	At @UnitedCCChamber State of the City lunch with Mayor Joe McComb https://t.co/cZa3jUI8ee	farenthold	at unitedccchamber state of the city lunch with mayor joe mccomb	9	9.636767387390137	1.898191213607788	0.0
Tue Mar 27 18:49:53 +0000 2018	4	4	Today, the Veterans Band of Corpus Christi and the Nueces County Veterans Service Office commemorated the 50th anniversary of the Vietnam War. Nicole from my office was there. https://t.co/I4wXMEPDRv	farenthold	today the veteran band of corpus christi and the nueces county veteran service office commemorate the th anniversary of the vietnam war nicole from my office be there	9	16.959051132202152	-7.062352180480957	-0.5994
Tue Mar 27 00:11:39 +0000 2018	15	4	Today, Greg McCarthy from my office, who is also an Eagle Scout, presented new Eagle Scouts Jace Stevens and Aaron Bradicich with a flag flown over the U.S Capitol and a letter from me in honor of their great achievement in reaching Scoutings’ highest rank. https://t.co/ApSgcEDIaG	farenthold	today greg mccahy from my office who be also an eagle scout present new eagle scout jace stevens and aaron bradicich with a flag fly over the us capitol and a letter from me in honor of their great achievement in reach scouting high rank	9	17.94745445251465	-8.459488868713379	0.8126
Fri Jun 15 17:12:13 +0000 2018	1	1	On Monday, I’ll be holding a grants workshop for non-profits. Please consider attending to learn more about how grants can help your organization further its important work. https://t.co/eC33EGVULi	FrankPallone	on monday ill be hold a grant workshop for nonprofit please consider attend to learn more about how grant can help your organization fuher its impoant work	7	19.811878204345703	15.838255882263185	0.7351
Fri Jun 15 15:41:16 +0000 2018	40	17	Proud to lead the entire NJ Congressional delegation in a letter calling on House Republicans to abandon their appalling proposal to punish NJ for rejecting offshore drilling. New Jerseyans will NEVER be bullied into allowing drilling off the #JerseyShore. #KillTheDrill. https://t.co/qx7uQB7tbz	FrankPallone	proud to lead the entire nj congressional delegation in a letter call on house republican to abandon their appalling proposal to punish nj for reject offshore drill new jerseyans will never be bully into allow drill off the jerseyshore killthedrill	8	-1.7377806901931765	2.980659008026123	-0.5956
Fri Jun 15 14:35:33 +0000 2018	5	5	A powerful statement from students in #Keyport. Young people are leading the way in the effort to reduce gun violence. When will House Republicans have the courage to do the same? https://t.co/xIbIn009rf	FrankPallone	a powerful statement from student in keypo young people be lead the way in the effo to reduce gun violence when will house republican have the courage to do the same	1	-11.03372859954834	29.994325637817386	-0.128
Fri Jun 15 13:30:51 +0000 2018	14	5	"""Pallone &amp; @HouseDemocrats just held a news conference to demand answers from the president.But none of our congressional Republicans will publicly call on Trump to defend protections for people with pre-existing conditions,3.8 million of whom live in NJ""
https://t.co/zSD4FnBT27"	FrankPallone	pallone housedemocrats just hold a news conference to demand answer from the presidentbut none of our congressional republican will publicly call on trump to defend protection for people with preexist condition million of whom live in nj	9	21.492164611816406	-14.277058601379395	-0.128
Fri Jun 15 15:54:23 +0000 2018	32	8	"Chesapeake Bay is the healthiest it’s been in 33 yrs bc of the partnership between the fed/state/local govt. Yet the Trump administration has twice threatened to eliminate fed funding. I'll continue to fight for federal funding bc this program is working.

https://t.co/fs150ZMxpw"	GerryConnolly	chesapeake bay be the healthy its be in yrs bc of the panership between the fedstatelocal govt yet the trump administration have twice threaten to eliminate fed funding ill continue to fight for federal funding bc this program be work	7	19.48654556274414	16.483766555786133	-0.6486
Fri Jun 15 15:53:12 +0000 2018	0	6	RT @postlocal: The Chesapeake Bay hasn't been this healthy in 33 years, scientists say https://t.co/VhTkOuzF6q	GerryConnolly	postlocal the chesapeake bay hasnt be this healthy in year scientist say	7	20.180986404418945	14.981023788452148	0.481
Fri Jun 15 15:18:29 +0000 2018	14	9	Atty Gen Sessions cites bible to justify his new policy to separate undocumented children from their parents. He must have the expurgated version that deleted the Sermon on the Mount.	GerryConnolly	atty gen session cite bible to justify his new policy to separate undocumented child from their parent he must have the expurgate version that delete the sermon on the mount	5	-20.406455993652344	4.427735328674316	0.0
Fri Jun 15 14:05:15 +0000 2018	5	4	#EidMubarak to all those celebrating. Wishing you peace and good health. https://t.co/xdPB5blUxG	GerryConnolly	eidmubarak to all those celebrate wish you peace and good health	7	19.581523895263672	15.244062423706055	0.9153
Fri Jun 15 14:02:09 +0000 2018	34	15	Trump wants Americans to stand up for him like North Koreans must stand for Kim Jong Un. The Orwellian era is now officially here.	GerryConnolly	trump want american to stand up for him like noh korean must stand for kim jong un the orwellian era be now officially here	5	-20.16339111328125	4.44413423538208	0.4215
Fri Jun 15 15:24:41 +0000 2018	3	2	.@OfficialCBC will be evaluating the quality of tech company reports based on whether they include attrition data and data that allows for the analysis of the intersectionality of race and gender.  #CBCTECH2020	GKButterfield	officialcbc will be evaluate the quality of tech company repos base on whether they include attrition data and data that allow for the analysis of the intersectionality of race and gender cbctech	7	19.77214813232422	15.813244819641113	0.2263
Fri Jun 15 15:21:20 +0000 2018	4	1	Transparency is critical to increasing diversity. While there’s progress to be made to increase Black representation at @Google, it is important that the company’s latest diversity report includes attrition and intersectionality data. Report: https://t.co/JWJvw2sfc0	GKButterfield	transparency be critical to increase diversity while there progress to be make to increase black representation at google it be impoant that the company late diversity repo include attrition and intersectionality data repo	1	-10.316606521606444	29.33707046508789	0.6249
Fri Jun 15 13:54:00 +0000 2018	19	13	"This week @NCGOP unveiled a bill to eliminate last Saturday of voting, when nearly 200K voted on this day in 2016. They already proposed putting voter ID on the 2018 ballot. It's time for change. #ncpol #ncga

My piece in @TheHerald_Sun:
 https://t.co/VzXkCToBbQ"	GKButterfield	this week ncgop unveil a bill to eliminate last saturday of vote when nearly k vote on this day in they already propose put voter id on the ballot its time for change ncpol ncgamy piece in theherald_sun	2	-29.79573059082031	-22.17873191833496	0.0
Thu Jun 14 20:20:49 +0000 2018	5	3	".@theobserver EDITORIAL: NC Republicans rush to eliminate a key Obamacare benefit.
 https://t.co/co2Q9k93kU"	GKButterfield	theobserver editorial nc republicans rush to eliminate a key obamacare benefit	0	3.045359373092652	12.671043395996096	0.4588
Thu Jun 14 18:59:21 +0000 2018	0	2	RT @NCelectriccoop: Visiting Capitol Hill is one of the most exciting and memorable parts of @NCyouthtour! Thank you to Rep. @GKButterfield…	GKButterfield	ncelectriccoop visit capitol hill be one of the most exciting and memorable pa of ncyouthtour thank you to rep gkbutterfield	2	-21.680614471435547	-17.96614646911621	0.7178
Fri Jun 15 16:38:56 +0000 2018	58	23	"👍 ""...yet another indicator pointing to an economy heating up with the unemployment rate at an 18-year low."" #TaxReform #MAGA https://t.co/AvbQrbud9G"	GOPLeader	yet another indicator point to an economy heat up with the unemployment rate at an year low taxreform maga	2	-21.504484176635746	-18.370481491088867	-0.6124
Fri Jun 15 01:11:00 +0000 2018	183	54	"More Americans have died from drug overdoses since the turn of the century than died in the Civil War. We cannot allow this to continue. 

Working together, we will defeat the #opioidepidemic. https://t.co/64oKJrldls"	GOPLeader	more american have die from drug overdoses since the turn of the century than die in the civil war we can not allow this to continue work together we will defeat the opioidepidemic	9	18.821229934692386	-10.045376777648926	-0.9509
Fri Jun 15 00:31:17 +0000 2018	0	283	RT @SpeakerRyan: .@SteveScalise and the rest of the baseball team that day owe a debt of gratitude to the two Capitol Police officers who s…	GOPLeader	speakerryan stevescalise and the rest of the baseball team that day owe a debt of gratitude to the two capitol police officer who s	1	-9.699402809143066	30.555625915527344	0.2023
Fri Jun 15 13:55:18 +0000 2018	105	43	Today we commemorate the 6th anniversary of #DACA, recognizing the successes of the program &amp; all young Dreamers who continue to make positive contributions to our economy &amp; their communities. Proud to stand united w/ @HouseDemocrats in our fight to #ProtectDreamers. https://t.co/15cpC3pUbG	gracenapolitano	today we commemorate the th anniversary of daca recognize the success of the program all young dreamer who continue to make positive contribution to our economy their community proud to stand united w housedemocrats in our fight to protectdreamers	9	22.433353424072266	-15.365741729736328	0.891
Thu Jun 14 13:42:31 +0000 2018	0	2536	RT @RepCummings: The @HouseGOP has spent millions investigating Clinton, yet they refuse to compel the Trump Administration to turn over do…	gracenapolitano	repcummings the housegop have spend million investigate clinton yet they refuse to compel the trump administration to turn over do	2	-28.3546199798584	-20.944894790649414	-0.296
Wed Jun 13 21:08:13 +0000 2018	58	19	We reject Trump’s heartless decision to bar asylum to the most vulnerable victims of domestic &amp; gang violence.Seeking refuge is a human right that we must uphold!We will not turn our backs on those fleeing violence &amp; we refuse to allow Trump to redefine our core American values https://t.co/HvLWnS6jDF	gracenapolitano	we reject trumps healess decision to bar asylum to the most vulnerable victim of domestic gang violenceseeking refuge be a human right that we must upholdwe will not turn our back on those flee violence we refuse to allow trump to redefine our core american value	5	-20.55530548095703	5.124743938446045	-0.8508
Tue Jun 12 20:03:14 +0000 2018	0	14	RT @DemsEspanol: Hace dos años, 49 vidas fueron arrebatadas y muchas otras destruidas por el ataque contra la comunidad LGBTQ en el club no…	gracenapolitano	demsespanol hace do aos vidas fueron arrebatadas y muchas otras destruidas por el ataque contra la comunidad lgbtq en el club no	5	-19.373123168945312	4.277670383453368	-0.296
Tue Jun 12 17:46:27 +0000 2018	6	5	Today, June 12, we recognize the 1st International #NASHDay to raise awareness about Nonalcoholic Steatohepatitis (NASH), a severe &amp; widespread liver disease that is silent in nature. NASH affects up to 30 million Americans. Learn more at https://t.co/AFEm1lCm9B.	gracenapolitano	today june we recognize the st international nashday to raise awareness about nonalcoholic steatohepatitis nash a severe widespread liver disease that be silent in nature nash affect up to million american learn more at	9	17.81726837158203	-8.620311737060549	-0.3818
Tue Jun 12 14:10:49 +0000 2018	0	220	RT @iingwen: I have a great pleasure to decorate Congressman @GreggHarper, a good friend of #Taiwan. Thank you for defending the values of…	GreggHarper	iingwen i have a great pleasure to decorate congressman greggharper a good friend of taiwan thank you for defend the value of	2	-26.60674095153809	-20.284151077270508	0.9571
Mon Jun 11 23:12:29 +0000 2018	0	13	RT @MOFA_Taiwan: Minister Wu and @GreggHarper shared an enjoyable &amp; productive meeting today. We’re grateful for the #US rep’s visit &amp; stau…	GreggHarper	mofa_taiwan minister wu and greggharper share an enjoyable productive meeting today be grateful for the us reps visit stau	8	-1.812853455543518	2.8585026264190674	0.7964
Mon Jun 11 23:11:00 +0000 2018	13	2	The opening of the new AIT headquarters shows how important our relationship is to the US. https://t.co/1tSa0d2mAE	GreggHarper	the opening of the new ait headquaers show how impoant our relationship be to the us	2	-20.341407775878906	-16.383062362670902	0.0
Mon Apr 09 13:20:48 +0000 2018	0	11	"Gotta love those weather station reviews
https://t.co/EXoKwCSMWY
#weatherstation #reviews"	GregoryMeeks	get ta love those weather station reviewsweatherstation review	0	2.8217811584472656	13.246105194091795	0.6369
Sat Feb 24 02:25:01 +0000 2018	0	3	"Best Blog on Weather Station Reviews on brands like AcuRite, Ambient, etc

https://t.co/Zeb8OHhkbp

#weather #review"	GregoryMeeks	best blog on weather station review on brand like acurite ambient etcweather review	0	2.90712571144104	13.46691608428955	0.7717
Thu Feb 22 02:25:05 +0000 2018	0	3	"Climate change will accelerate extreme weather events in the coming years

#weather #climate"	GregoryMeeks	climate change will accelerate extreme weather event in the come yearsweather climate	1	-8.608001708984375	32.25931167602539	0.0
Wed Feb 21 02:25:02 +0000 2018	0	2	"China’s tech industry is catching up with Silicon Valley

At its present pace, China is still 10-15 years away from reaching tech parity with America. But for American tech firms, the time to get paranoid is now.

#siliconvalley #china #news"	GregoryMeeks	china tech industry be catch up with silicon valleyat its present pace china be still year away from reach tech parity with america but for american tech firm the time to get paranoid be nowsiliconvalley china news	8	-1.7370034456253052	2.978487491607666	-0.3506
Fri Jun 15 14:46:59 +0000 2018	13	4	I will not let up on my efforts to defend Southwest Washington families against costly commutes. https://t.co/cwZvBJKL4z	HerreraBeutler	i will not let up on my effos to defend southwest washington family against costly commute	9	10.70889377593994	0.9746854901313782	-0.1027
Thu Jun 14 17:45:29 +0000 2018	13	2	Craft breweries &amp; distilleries are booming in our region, and Indian tribes should be allowed to tap into these same economic opportunities as everyone else. It’s good to have @SenatorCantwell &amp; @PattyMurray join me in this effort so that we can repeal this antiquated ban.	HerreraBeutler	i be pleased to have the oppounity to talk about my bipaisan bill to help prevent maternal death in southwest washington and around the country thank you thehill for invite me to paicipate at yesterday event	2	-32.198326110839844	-23.762245178222656	0.5994
Wed Jun 13 18:35:34 +0000 2018	18	4	I was pleased to have the opportunity to talk about my bipartisan bill to help prevent maternal deaths in Southwest Washington and around the country. Thank you @thehill for inviting me to participate at yesterday's event. https://t.co/WVGrzqheIu	HerreraBeutler	today i take action to halt a backward plan that have little basis in science but would have an enormous and devastating impact on pacific wahkiakum co resident read more here	4	-1.6114078760147097	-4.819119453430176	-0.7876
Fri Jun 15 15:45:00 +0000 2018	8	6	Artificial intelligence is the path to a more efficient and effective government. Learn why we lose out in millions in taxpayer dollar savings each day we wait to use #AI in my latest op-ed in @FortuneMagazine → https://t.co/krsFKoKUHH	HurdOnTheHill	for year today the brave men and woman of our nation army have stand ready to meet any challenge to protect our freedom and keep american safe armybday	9	20.327661514282227	-12.88807487487793	0.9423
Thu Jun 14 21:45:00 +0000 2018	13	2	For 243 years today, the brave men and women of our nation's Army have stood ready to meet any challenge to protect our freedoms and keep Americans safe #ArmyBDay https://t.co/lklBicJpTA	HurdOnTheHill	here to the star and stripe and to the republic for which our nation flag stand flagday	9	10.720364570617676	0.9906347393989564	0.0
Thu Jun 14 18:25:00 +0000 2018	14	5	Here's to the stars and stripes, and to the Republic for which our nation's flag stands #FlagDay https://t.co/W7DN9zyzMN	HurdOnTheHill	it only take minute to save a life if you be able i encourage you to giveblood and sharelife today on worldblooddonorday connectforlife	7	20.522056579589844	15.898632049560547	0.7579
Thu Jun 14 15:50:00 +0000 2018	13	7	It only takes 45 minutes to save a life. If you are able, I encourage you to #GiveBlood and #ShareLife today on #WorldBloodDonorDay. @connectforlife https://t.co/xDqhmZtUQ9	HurdOnTheHill	noh korea still have the ability to be a nuclear threat be only go to find out one way if theyre serious about try to denuclearize and thats over time	2	-26.515655517578125	-20.495132446289066	-0.34
Thu Jun 14 00:00:01 +0000 2018	12	5	North Korea still has the ability to be a nuclear threat. We're only going to find out one way if they're serious about trying to denuclearize, and that's over time. https://t.co/2j1eQSPbjY	HurdOnTheHill	join me in the international fight against dope in spos	0	3.475515604019165	12.73609733581543	-0.1027
Thu Jun 14 21:46:27 +0000 2018	52	6	#ButHerEmails https://t.co/i83ceqTvek	JacksonLeeTX18	congratulation to the newly elect mayor of san francisco sfgov londonbreed on her victory madam mayor make us proud	4	-1.6640527248382568	-5.528639793395996	0.7906
Thu Jun 14 00:54:07 +0000 2018	42	10	Congratulations to the newly elected Mayor of San Francisco @sfgov @LondonBreed on her victory! Madam Mayor make us proud!!	JacksonLeeTX18	civilrightsorg this be what stand up for our humanity look like thank you reploucorrea repzoelofgren repjimcosta repgwenmo	2	-20.93514060974121	-17.62578773498535	0.6124
Thu Jun 14 00:49:56 +0000 2018	0	43	RT @civilrightsorg: This is what standing up for our humanity looks like. Thank you @RepLouCorrea, @RepZoeLofgren, @RepJimCosta, @RepGwenMo…	JacksonLeeTX18	congresswoman sheila jackson lee call on the faith community to help stop the horror of child separation the fight for our family continue learn about whats happen at our southern border and speak with one voice notinmyname immigration	4	-1.1665053367614746	-5.059279441833496	-0.4588
